reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
8818114c-f64b-4941-8d9b-7dd5e2045c1c,Yasser Almutari,https://play-lh.googleusercontent.com/a/AAcHTtd9ULPiCj90SgmbxKC4Bdk_CGK4NtFdrumB7fcN=mo,Nice for having live TV on my phone. The stc TV Lite package is so cheap only for 15 SAR.,5,1,6.1.0,2023-05-31 07:06:23,,,6.1.0
5b6b4d82-80fc-4cce-8538-30fb3f099983,محمد راشد,https://play-lh.googleusercontent.com/a/AAcHTtd77Q-qnfDYWew3i3S2zMfYATnJlfVxyUiEV6UM=mo,ممتاذ,5,0,6.1.0,2023-05-28 15:25:11,,,6.1.0
46b00037-93c9-4512-b3fe-7dc2b3212d3c,Mahmood Al Abbasi,https://play-lh.googleusercontent.com/a/AAcHTtfHxir7yTS1C1vHt7WSRvrJ0bSM0dohoiwseaFy=mo,mirroring on tv doesn't work and watching through the app on tv directly is even worse with all the skippings and glitchs. But hey you can watch on your phone who needs a big tv screen 🙄,1,5,6.1.0,2023-05-27 05:21:22,,,6.1.0
31471e87-f149-408d-87a0-40127e09a8d1,Omar Homran,https://play-lh.googleusercontent.com/a-/AD_cMMTeaBokbQEqayuYpTinfj3qEInEoYkGAn_Jeqt0fw,ممتع وسهل والجودة ممتازة 👍,5,0,6.1.0,2023-05-26 08:44:36,,,6.1.0
39d54950-ced0-4d1c-ad8f-fa88f260fbcc,Muhammad Rasheed,https://play-lh.googleusercontent.com/a-/AD_cMMTk1cq3zX3e_Q0wV0hVYSltIbG5GJuUiJ8cF67oGqk,Paid review,1,0,2.5.6,2023-05-19 11:45:05,,,2.5.6
b774be5d-d460-425f-9838-cd1176be9083,AAMIR FAHAD MOUDU,https://play-lh.googleusercontent.com/a-/AD_cMMTzW_5pKmHoWjP5_YofHniPBW5RZIUM8NegeGsftw,Cheated us providing gift in wizarat branch park campaign 19)5)23,1,0,6.1.0,2023-05-19 11:28:55,,,6.1.0
cc6a6054-720f-478c-89dc-4ecf912e0381,AT7 tude,https://play-lh.googleusercontent.com/a-/AD_cMMSYJofQrOydoOLuDTch5qv66pU3A_g2K96m3PXJ,👎,1,0,6.1.0,2023-05-18 02:47:12,,,6.1.0
1a304e2e-17ed-4c12-b548-492c234f7309,Tariq 17,https://play-lh.googleusercontent.com/a-/AD_cMMTSCOrj0RMbkUGGJKwoJqCeE_GfZGBdLQRisnUGDg,👎worst experience ever with this company,1,0,6.1.0,2023-05-15 06:03:39,,,6.1.0
3f464494-4c09-4daa-b965-aa5b0e8f0ade,Mahar sarwar Bablu,https://play-lh.googleusercontent.com/a-/AD_cMMT6scSM6G5dSeV9pV4q_wTUwegTlRtIaFmKJ55L,Nice 1,5,0,6.0.1,2023-05-13 06:53:08,,,6.0.1
f2e488e7-8d7c-4377-a698-29a0237cb8dd,M O H A N D . X,https://play-lh.googleusercontent.com/a-/AD_cMMQhi_Roxy1mb5ZTHMJxLUVJmVTq-LB7W4EzoxJErQ,❤️❤️.,5,0,6.1.0,2023-05-11 14:40:16,,,6.1.0
7a70ce39-3c27-44a6-9491-7268e2ba6171,nabeel hafiz,https://play-lh.googleusercontent.com/a/AAcHTtcHfnDhDVFfhMPE_qjjs-KnMkDMjWWT4b9qBtw9=mo,WATCH STC-TV ANYWHERE ANYTIME AS LONG YOU HAVE STC MOBILE SIM WITH INTERNET PACKAGE,4,0,6.1.0,2023-05-11 07:50:53,,,6.1.0
9e12b114-f33f-4815-9a18-a015afebbf0e,ناصر جعدان,https://play-lh.googleusercontent.com/a/AAcHTtc834Ob-XlY_eV8TeokPBsNDQjY8-Z_dmc8JTG2=mo,I like it,5,0,6.0.1,2023-05-08 08:10:18,,,6.0.1
6add66c2-b904-4647-a680-2efc48cd1026,mm66astora,https://play-lh.googleusercontent.com/a-/AD_cMMTA41y0ycUZ5HixU0ET-DPT33MxrdwubqkPqAIBcw,تطبيق سيئ جدا والدعم ما يعطي العميل حقه واخذو مني فلوس وكلمت الدعم وماسوو شب,1,0,6.0.1,2023-05-04 03:04:01,,,6.0.1
189be8a0-5213-42c7-ba17-cffffda0e62f,Nareshkumarreddy Desireddy,https://play-lh.googleusercontent.com/a-/AD_cMMSJv9qq6URVGgNlGWmdNmZj7TLWYY3UqPNy5hy-OA,Very nice,5,0,,2023-05-04 02:55:17,,,
f6f0e4ff-7578-4a7d-977b-e1025fb42607,Bibiツ,https://play-lh.googleusercontent.com/a-/AD_cMMRV_spzJNnegWVKiUnZAszbSyeCqe7kDN8aujQr-w,amazing TV app,5,0,6.1.0,2023-05-03 06:36:58,,,6.1.0
1af4361f-8730-4b13-8ba2-f956747c6057,Huda Moh,https://play-lh.googleusercontent.com/a/AAcHTtdFMSNqCO20m3zMCX5ioc5qPoFiIh2x8Y7szeNJ=mo,Bad,1,0,,2023-05-02 23:33:03,,,
99efc146-e10d-42fb-afb0-63756adfdcf7,zaher edelby,https://play-lh.googleusercontent.com/a-/AD_cMMSPMP0kF6xzgCLxpGZsyCWcL80G5j2WCx5540RNC1g,👍🏻👍🏻👍🏻👍🏻👍🏻,5,0,6.0.1,2023-05-02 07:37:15,,,6.0.1
9af07136-70e4-4da6-a112-276f0f13c570,Najran Alyami,https://play-lh.googleusercontent.com/a-/AD_cMMSbjnoylNbV3AQkvnUB2y6EPYg6auzpLoJj3v7a,nice,5,0,6.0.1,2023-05-02 00:50:50,,,6.0.1
22691fa5-4563-484f-ae64-955c3449352e,MUKEEM JALEEL AHMAD,https://play-lh.googleusercontent.com/a-/AD_cMMSHQfMHGsxbMjPTQ_giQWbA9tf8SZPphh2m3uWL,VERY GOOD,5,0,6.0.1,2023-05-01 13:12:15,,,6.0.1
bb104fbb-0714-49bf-972e-4257d07c3f7e,زفت,https://play-lh.googleusercontent.com/a-/AD_cMMTYFxZTlH-Q407HDEpnO7m0uXFc6YmQmqWGTnCOzw,"I have an old phone but still the app is very responsive and have never crashed or lagged on me, Also the layout is nice and neat. The movies and shows selections are very nice from classics to recent showsadding to thatmany different types and categories of shows and movies are available which is really good. There is also this option to rent out recently released or in high demand shows for a very cheap price like 4SR. I would definitely recommend STC TV app over all other competitors. 5/5",5,13,6.0.1,2023-05-01 10:48:20,,,6.0.1
f58dc972-047c-41f6-b65c-46fa790225a0,Adrian Telan,https://play-lh.googleusercontent.com/a-/AD_cMMSftTUZCryQqVY2EVsSCjsLxoPTNoQfqSHqbCni,easy to use,5,0,6.0.1,2023-05-01 08:52:23,,,6.0.1
e64883d1-13a2-4b35-a804-6b7f3e7e3fe4,Saleem Khan,https://play-lh.googleusercontent.com/a/AAcHTteumEr4eNrymfd45LUaV5K9ue97vp_syXl0K-qA=mo,nice app,5,0,6.0.1,2023-05-01 08:34:31,,,6.0.1
34c87e79-711e-413d-9438-19dc8c71416c,mourad bait,https://play-lh.googleusercontent.com/a-/AD_cMMQdj8YIgt7QwEBvQB7-Vyz5DTnrgAdj8eU5FqlPOQ,Hey STC can we Google account from me?,5,0,,2023-05-01 08:15:42,,,
3c391f8a-32cc-45f3-ad57-d40054f0c690,bmrd 3613,https://play-lh.googleusercontent.com/a/AAcHTtfRFj9lX6F12eh8pcfdB3t9726vojspltxReXbn=mo,Pretty,5,0,6.0.1,2023-04-30 12:46:17,,,6.0.1
5f5ed268-f633-4b04-b50f-38a9a6837b27,Naif2012opp Opp,https://play-lh.googleusercontent.com/a/AAcHTtcrZZSfLcgFHuH-WSNaKPvmhNDBr9274orw0C-M=mo,ممتاز والله ما توقعته كذا,5,0,6.0.1,2023-04-30 05:47:43,"شكرا لك عزيزنا نايف, اسعدنا تعليقك وتقييمك ونتمنى لك مشاهدة ممتعة
",2023-05-01 00:03:09,6.0.1
57ee34e9-1f7e-41c7-ac22-13101d711503,Aymn Ay,https://play-lh.googleusercontent.com/a/AAcHTtd0UNDtq509PAZ6fNX9pgAUXaScSJ8yJAQXDvqp=mo,لابأس,3,0,6.0.1,2023-04-28 01:15:22,,,6.0.1
4f3c7fcc-9379-4118-a088-77b6fd9f93e6,warhamster07,https://play-lh.googleusercontent.com/a-/AD_cMMR2HUUDku45LfeEw6JJS8wz8aSbYVs7HZsii3vMFQ,not much options for non arabic speakers,4,0,6.0.1,2023-04-27 00:51:24,,,6.0.1
36fd831e-500e-453a-9a05-301f714450e2,VINA AMAD,https://play-lh.googleusercontent.com/a/AAcHTtcUfWb9tqb5-og0bb1Elh5vFUVBR10uEXorl0b5=mo,good,5,0,6.0.1,2023-04-26 14:09:16,,,6.0.1
5e74467e-eddd-44aa-8d2f-7543a9e56b6c,prasanth mylapalli,https://play-lh.googleusercontent.com/a-/AD_cMMTKqUPlFRGZ5y8otq8f73g1rW0H34qeUeN_2gRV,excellent,5,0,6.0.1,2023-04-26 07:14:24,,,6.0.1
763f6287-62e8-4b9e-a9f0-8f6e95cbfe41,Hussin Hbh,https://play-lh.googleusercontent.com/a/AAcHTteQRSmmhukWvckifR1TPH-t8uJngo6N_qSAzMct=mo,good app,5,0,6.0.1,2023-04-25 09:25:50,,,6.0.1
82364500-7f52-43f0-8bc0-79dacc451dd8,Smart Net,https://play-lh.googleusercontent.com/a-/AD_cMMSji0VAC0vPwBjajzIOi_cR1gQUKX2J5YSUqQB6tGw,جاتني رسالة نصية دعائية منكم بترشيحي اشتراك مجاني ثلاث شهور على خطي الجوال. فيها رابط وتم التسجيل عبر الرابط ولكن عندما اشتركت بالخدمة ثم شيكت على مدة الاشتراك ماطلع كلامكم صحيح. كيف ترسلون رسائل تصيد للعملاء وبمجرد مايشترك العميل مايحصل على ماتم وعده به. انا ملاحظ أنكم مكثرين النصب هالايام خاصة بالخدمات المضافة. يجب تصحيح المشكلة فورا,1,0,6.0.1,2023-04-24 19:30:39,,,6.0.1
12ee8aca-f618-4adb-a2bb-3ff3c9ae5d3e,Mohammed Elmobasher,https://play-lh.googleusercontent.com/a/AAcHTtfwaX8OKEDpcNIbtP0BNhnwlzkJTKyCaUwjzPMd=mo,"It's good, it deserves four stars.",4,0,6.0.1,2023-04-24 18:37:10,,,6.0.1
aa8a050e-0cbb-4d49-97df-aba93d2298b1,Ali Assiri,https://play-lh.googleusercontent.com/a/AAcHTter4iyYZN8YEeo0JSYinL1MpX2G0xyLZj8bn-Lq=mo,ممتاز بشكل فيه كل أنواع الترفيه,5,0,6.0.1,2023-04-24 10:49:51,,,6.0.1
1ba507a5-4fb8-4060-a234-ca1dce7e8393,ahmed alshareef,https://play-lh.googleusercontent.com/a/AAcHTtd1393cxAt3jfL2ZIripBgxytVt08kuIETm2zfz=mo,Very good,5,0,6.0.1,2023-04-23 07:13:17,,,6.0.1
f9a5a32b-5a70-446b-8524-4a304f6b4aea,Mohamed Eltabey,https://play-lh.googleusercontent.com/a/AAcHTtcVRAqraTMu_G3Qb4hL5YSL9rDiHGeoZhFeKhvR=mo,Where's quilaty control option for God sake,2,0,,2023-04-22 13:34:26,,,
3a847b60-a263-4528-b5ea-5052e2b522ae,Ahmed Zayan,https://play-lh.googleusercontent.com/a-/AD_cMMRHxylsS8wXjlpHWvHHOA5vVsPMYIECGdEtBG5MtA,Great streaming application,5,1,6.0.1,2023-04-21 16:23:02,,,6.0.1
1798b80b-cb51-4c7f-bbff-50f5b9c46aee,Niaz Uddin,https://play-lh.googleusercontent.com/a-/AD_cMMSc4Q9VEnMUjbq99zm3RAPAn9QTd2Uf65hX4VZ08A,good👍😍,5,0,6.0.1,2023-04-21 07:31:45,,,6.0.1
993f4aa0-12ae-4cfc-8088-c54c327fcad0,B Oropeza,https://play-lh.googleusercontent.com/a-/AD_cMMQ9BYDXd50DgLEc5foVWRUUVlUynl5C21DdYEE1GA,400 error starting app,1,1,6.0.1,2023-04-20 18:39:21,,,6.0.1
ca6f3df4-c48f-48e4-af59-409e92721aa9,Chael Brad miller,https://play-lh.googleusercontent.com/a-/AD_cMMTOn5iSsCE-6ti4bLSTWPHcENEHMBcnU2YyBbJt5w,excellent,5,0,6.0.1,2023-04-19 23:10:38,,,6.0.1
f7264792-89d0-462e-8594-aa1b821bdd70,ROJID ANSARI,https://play-lh.googleusercontent.com/a-/AD_cMMSQIZ8YO0V0N8MAeotTh3IBLKmw3MR1lwS8NQEWmA,very good 👍,5,0,6.0.1,2023-04-19 10:48:13,,,6.0.1
4bb86fcd-72b8-44fe-8b40-37fc77b1e468,Saranjaisingh,https://play-lh.googleusercontent.com/a/AAcHTtchhwBtmAGU_Y1D4j8McAtK6TUR-VRG5oMJMDV7=mo,Excellent,5,0,6.0.1,2023-04-19 10:24:34,,,6.0.1
ddd50129-0aab-441d-b195-00cad9c0d4eb,папапароль Россия,https://play-lh.googleusercontent.com/a-/AD_cMMRIz2ScN6m39RggErMgzJ3VDToAzGeNYq1yZbEbBw,VERY GOOD!,5,0,6.0.1,2023-04-19 09:58:01,,,6.0.1
3ef46a0f-4560-492e-a5ad-40e333712022,Dragon Grene,https://play-lh.googleusercontent.com/a/AAcHTtc9Wq7E7e33gojKX44P7w2-7KCknD0wEX4jY5c=mo,It just for kalij,1,0,6.0.1,2023-04-19 09:29:50,,,6.0.1
a7e02703-4c92-4f7b-bd41-3c7243abf73e,MJD,https://play-lh.googleusercontent.com/a-/AD_cMMTWaUmW2q4a0UzBbBmAkQz9bY2h1nNc0RrF5l0Ohw,بطيء جدا في الهواوي,1,0,6.0.1,2023-04-19 09:14:27,,,6.0.1
4d07abad-e143-4172-95f2-bb01e3c26956,hussain ali,https://play-lh.googleusercontent.com/a/AAcHTtcVryoTKVJj1TiAUET7BW9rIlnUr2hxc-pKyNwR=mo,"I just downloaded it, and it doesn't function. Maybe it doesn't work in the USA.",2,2,6.0.1,2023-04-19 01:33:48,,,6.0.1
a304c32d-5095-4079-a7b4-d8fe291cb6f3,SELF CONFIDENCE,https://play-lh.googleusercontent.com/a-/AD_cMMTogRQi5FjP63jObrZrXyRGr-cwM4MUycYrML6ZEA,👍🏻,5,0,6.0.1,2023-04-17 02:21:02,,,6.0.1
1837b9d6-80e3-43b5-8ecf-34c864c503c5,Hesham Al Ahdal (L.R.G),https://play-lh.googleusercontent.com/a-/AD_cMMRPedOxJFPX0u6u9KyN6A1Bq-b8zsxaJM1aLZbi0w,perfection,5,0,6.0.1,2023-04-16 17:27:19,,,6.0.1
6d581711-97c8-43f2-90e2-6154b2d97736,MOHAMMED HAMZA,https://play-lh.googleusercontent.com/a-/AD_cMMQHT65kZyvHyJ7jJnrvThaxCnC5Xfg3Xk2Z6BS-6g,very good app just needed to upgrade,5,2,6.0.1,2023-04-15 18:45:49,,,6.0.1
7c991f88-9d04-4a0d-beea-32c1c3173e4f,Abdullah Al-Zahrani,https://play-lh.googleusercontent.com/a-/AD_cMMTvmU2W8m0P_ICfmx1MjbYdbzopso5RhJH_U_EFzXI,Easy to use.,5,1,6.0.1,2023-04-15 09:30:51,,,6.0.1
87b35ece-995a-48f1-b747-0b50f82b4375,ראמי כדיר,https://play-lh.googleusercontent.com/a-/AD_cMMSU7J5Dy9zcnKcI71dTbVXqxC6V68oHH47xKzAZ7Q,When i open the app it show me oops somthing gone wrong pls try agein soon 400,1,1,6.0.1,2023-04-15 06:39:50,,,6.0.1
7cdfd0fb-f9b6-45c5-ac19-d5ba9614cc7b,Ahmad Alshamsi,https://play-lh.googleusercontent.com/a/AAcHTtd0XWGgcDyGZ898FL50RXymYRVgwlCHsrQWUmXG=mo,I like it,5,0,6.0.1,2023-04-13 15:12:07,,,6.0.1
1e3bda0e-1415-45a0-9b35-c9b0ee678541,Fayez Alawbathani,https://play-lh.googleusercontent.com/a/AAcHTteZqAIsVwtPSOHOsUhHrF4pwwy8R2qqcc9c5aHr=mo,cool app 😎,5,0,6.0.1,2023-04-13 14:39:33,,,6.0.1
9ac84b0f-e758-4d36-b8d9-12c96452f638,Abdulrahman Alsohaim,https://play-lh.googleusercontent.com/a-/AD_cMMS6Y4WWa-lKxkDZe5flMMplR77U55U1jLf97-dSZg,cannot open it on WEBOS tvs,3,2,6.0.1,2023-04-12 07:49:05,,,6.0.1
3c325e27-8814-4e7f-9e64-126cc6e6ae4b,Radwan Alshammari,https://play-lh.googleusercontent.com/a/AAcHTtc3qvzCZfIfiR59h17gwiPGnpKZ--Xs9XpQZiYZ=mo,ww,5,0,6.0.1,2023-04-12 05:26:32,,,6.0.1
f6f8969b-0d99-4e4a-b000-45fb7342ef88,THE KING OF MEMES,https://play-lh.googleusercontent.com/a-/AD_cMMQKvb9BZtAwXAQOqjw6i2MpAXFR_Scq5-KjTtt5OAk,doesn't work,1,1,6.0.1,2023-04-10 12:51:07,,,6.0.1
c86c0b9a-0079-45ad-859d-2150bfd0dd98,Manish,https://play-lh.googleusercontent.com/a/AAcHTtdQToAHbrVBIvNPKnRsfQ3KpEu-IRPZr0SrmBGM=mo,good,5,0,6.0.0,2023-04-10 08:22:20,,,6.0.0
46749069-841c-48ca-9f01-444fdae3f3cc,Ac_city,https://play-lh.googleusercontent.com/a-/AD_cMMRQhPn9vTrVFLDDHDOr55puKkP5DgrXC6YHF-vV,good,5,0,,2023-04-10 02:21:02,,,
a430af9c-e329-4df3-b2d7-7223ec06e545,A7A KSA,https://play-lh.googleusercontent.com/a/AAcHTtfU9d9P4DJWAxoMR4eZeWBH2byF5NLiFfjl1r7u=mo,Exellanat App,5,0,6.0.0,2023-04-09 23:48:46,,,6.0.0
1d1fe967-6416-479f-b352-18d6e8aaec00,Ala'a Selawi,https://play-lh.googleusercontent.com/a/AAcHTteg65KUjGh0FLJxuzBP384LnhL7fRbzC47UQTVe=mo,"I just dowloaded the app on my android device, and I'm always getting 'something went wrong plz try again later 400'. I tried clearing the data and cachi memory and restarting the device but still facing the same issue.",1,30,6.0.1,2023-04-09 04:20:58,,,6.0.1
f497fec8-0e3e-48a1-ae29-d68fe13acbb3,Ali Alsada,https://play-lh.googleusercontent.com/a/AAcHTtd4HrSxOrNKiw78K8ZnTM3pzu4dNW3ajX_8VqJM=mo,Can't even open the apo gives me error is it because I'm at qatar,1,0,,2023-04-09 03:03:37,,,
61f6a381-6ef9-4f8b-bc83-5988a05ba17f,JOAO YT,https://play-lh.googleusercontent.com/a-/AD_cMMS7M1xOwML743wuIVTRbHf2hU8g-dRiu8Q7slZo,كذابين بايباي,1,0,,2023-04-08 17:48:18,,,
2b579819-a5fd-4e65-b236-6f7155ca5eae,Essam Almahasena,https://play-lh.googleusercontent.com/a/AAcHTtfmeph29NhjbIUMd4n6c4qlPSpJyVLx84BDP8m5=mo,سيئ بطيء جدا,1,0,6.0.0,2023-04-08 08:52:46,,,6.0.0
02e3f0e3-e530-4414-982a-16cbec2d9e87,Yousef Mohammed,https://play-lh.googleusercontent.com/a/AAcHTtdVW1poGVbhanXbU2ulpoUNJ-p0lmEH_4UuQUgQ=mo,wonderful app has more than what you need from channels also for kids.,5,2,6.0.0,2023-04-07 21:36:04,,,6.0.0
69d9f371-c58e-4c36-b8e5-2a19dff04ad1,Hassan Mohammed,https://play-lh.googleusercontent.com/a/AAcHTte5OnRJh_-Ags0joHVuWDL4Xf_5EULIUKsEG_FQ=mo,Very bad,1,0,6.0.0,2023-04-07 18:15:58,,,6.0.0
1a159bbb-450f-41db-b3df-6c19a8a1b2ff,yara ma,https://play-lh.googleusercontent.com/a-/AD_cMMR44pdE7FWCyjLXm2iYpDKCOihluPF8VvV9mCVr,نايس,4,0,6.0.0,2023-04-07 15:23:27,,,6.0.0
54c1ef28-c4c2-4974-98b6-07e335dc62cc,Fat Alowan,https://play-lh.googleusercontent.com/a-/AD_cMMTwTAp4Is_JN1BNJC31gfmqeP9xPGD7l1ywcFSh,Be the best,4,0,6.0.1,2023-04-07 10:30:02,,,6.0.1
7452791e-d5ef-4848-a75a-c851d05eb635,TK Sh,https://play-lh.googleusercontent.com/a-/AD_cMMQYwK5VKlA8YddNh0LWB5jODYawckTpk2MJNsMiM_A,"Keeps crashing, display settings not Fold friendly.",1,0,6.0.0,2023-04-07 08:41:56,,,6.0.0
eb453d84-870d-4597-a6d6-9a0d4ffa8bbe,abo lara,https://play-lh.googleusercontent.com/a/AAcHTtfRorjEpg11dTOxYmf7PqU_txiNUPEWt7exKBik=mo,ممتاز,5,0,6.0.0,2023-04-07 03:07:39,,,6.0.0
6e1998ff-5157-42cc-b9bc-00cbded37ee5,M Javed,https://play-lh.googleusercontent.com/a/AAcHTtfmCHzS_5ptZlcapq5yQZsEkYuTWJBynAqd_87J=mo,nice 👍 app,4,0,6.0.0,2023-04-05 06:43:01,,,6.0.0
e68f469d-6580-492e-a1c3-404e3c473efd,Sam Slover,https://play-lh.googleusercontent.com/a/AAcHTtfCO7W0Xv_S0ne_eyW5aSIaRcH5XEZSymNAQYnL=mo,Amazing!,5,0,6.0.0,2023-04-05 04:14:53,,,6.0.0
c62958ed-09f0-49e9-8dae-c4c3dc0db79a,Yasu Hamed,https://play-lh.googleusercontent.com/a-/AD_cMMSFTy7OTqRpZjZEKIMpYEe4OCkrj1W_1yKTcFIXSxM,"live tv channels quality is 360p, so bad, app has no option to increase quality to at least 720p, movies and drama collection is also limited, with also basic quality. many times app keeps buffering for content some tv channels doesn't connect to source app doesn't support multiple audio or subtitles options 1.5 kd seems expensive for such service, better to subscribe Disney+ or Netflix for 3kd monthly",1,1,,2023-04-04 18:39:17,,,
2295bbc2-2363-42a9-ac2e-14b358213160,Aysar Daqduqi,https://play-lh.googleusercontent.com/a-/AD_cMMS7w9pzGklJUt1KKIoBho9qJllGWRUAqeEuN0ao,Keep telling me error 400,1,0,6.0.0,2023-04-04 15:02:36,,,6.0.0
c9a5bf9d-7e64-49ed-802f-5c45ebb90502,M 148,https://play-lh.googleusercontent.com/a-/AD_cMMTlMX3K1sm5mL81q4WB-TzZH9qVkwiYj1wmmKWfMGM,I recommend very nice,5,0,6.0.0,2023-04-04 14:53:32,Thank you. happy streaming!,2023-04-05 01:56:59,6.0.0
6d8bd28a-0abf-4f7d-bb94-d7e2c05b7f1d,Wasif Khan,https://play-lh.googleusercontent.com/a-/AD_cMMSIfQ8pcljtQ0Ujs8VHSLgSk2vgBPHA5got4y3Y,"i recomend stc tv to my all friend specaily who,s lives in saudi arabia and gulf countries.. its an amazing app.. where you see your favt. channel anytime anywhere.. thanks STC",5,2,6.0.0,2023-04-04 14:03:11,Thank you Wasif for your feedback. happy streaming!,2023-04-05 01:57:55,6.0.0
ebe0df32-974c-413e-8b03-0dd701a85397,Brahim Garadi hadj youb,https://play-lh.googleusercontent.com/a-/AD_cMMQwmLofAQb_DPDrM0hRAThd39EPa0TVcDPq81yfIds,Bad app,1,0,,2023-04-03 23:36:20,,,
ea5004b0-e58e-4db0-bc24-0430a9882bce,Cb Nb,https://play-lh.googleusercontent.com/a-/AD_cMMSohGfwxtX2WTC6RHF4sqNSayNUXUU_2mO7COtB,للأسف ما متوفر بالعراق دك حزن 🙂.,5,0,6.0.0,2023-04-03 23:16:38,,,6.0.0
d9fdb1c6-ad05-41b7-bb58-f619d023b629,Abo Salem,https://play-lh.googleusercontent.com/a-/AD_cMMRhMZoVEAwtP4JDZ7HvjqNnJ48IDRMbFSbjeaOWcg,يعطيكم العافيه على البرنامج الجميلللل,5,0,6.0.0,2023-04-02 12:58:30,"شكرا لك عزيزنا ابوسالم, اسعدنا تعليقك وتقييمك ونتمنى لك مشاهدة ممتعة
",2023-04-03 02:03:15,6.0.0
eb99187b-56da-46a9-adc2-11f1cd84701d,Hany H,https://play-lh.googleusercontent.com/a-/AD_cMMTmACP5OT7O0ERM5Ft4zg6-d2kF8MQe6tTN5kSkKFQ,برنامج فاشل,1,0,6.0.0,2023-04-01 03:15:18,,,6.0.0
ecd880bf-a202-41c5-b9a0-22dec9ebc225,AHMED ahmed,https://play-lh.googleusercontent.com/a/AAcHTtdiqzq-Ha2KUpC9u7o2UYzfY3_b3zJ8YW4ZffnI=mo,👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,4,0,6.0.0,2023-03-31 12:16:09,,,6.0.0
